date,close,open,high,low,diff
2016년 02월 18일,"1,228.94","1,224.25","1,235.11","1,222.43",0.0038 
2016년 02월 17일,"1,224.24","1,219.26","1,232.16","1,217.74",0.0044 
2016년 02월 16일,"1,218.91","1,214.39","1,222.66","1,211.29",0.0034 
2016년 02월 15일,"1,214.74","1,208.20","1,214.74","1,206.95",0.0064 
2016년 02월 12일,"1,207.00","1,200.65","1,212.50","1,198.79",0.0053 
2016년 02월 11일,"1,200.65","1,188.69","1,206.80","1,188.39",0.0098 
2016년 02월 10일,"1,189.05","1,198.75","1,202.09","1,187.85",(0.0081)
2016년 02월 09일,"1,198.70","1,203.99","1,209.40","1,197.39",(0.0044)
2016년 02월 08일,"1,204.05","1,206.62","1,211.70","1,203.70",(0.0019)
2016년 02월 05일,"1,206.35","1,191.94","1,207.38","1,189.44",0.0121 
2016년 02월 04일,"1,191.94","1,201.14","1,206.95","1,182.06",(0.0077)
2016년 02월 03일,"1,201.14","1,212.84","1,222.36","1,199.63",(0.0094)
2016년 02월 02일,"1,212.48","1,202.79","1,214.57","1,197.78",0.0081 
2016년 02월 01일,"1,202.79","1,208.11","1,211.70","1,199.70",(0.0044)
2016년 01월 29일,"1,208.11","1,207.73","1,213.60","1,198.08",0.0003 
2016년 01월 28일,"1,207.74","1,208.82","1,212.10","1,201.49",(0.0009)
2016년 01월 27일,"1,208.79","1,198.32","1,209.57","1,197.75",0.0088 
2016년 01월 26일,"1,198.20","1,199.70","1,206.62","1,197.35",(0.0013)
2016년 01월 25일,"1,199.70","1,197.70","1,202.57","1,192.07",0.0018 
2016년 01월 22일,"1,197.57","1,204.20","1,207.20","1,195.84",(0.0051)
2016년 01월 21일,"1,203.76","1,208.43","1,214.30","1,202.20",(0.0045)
2016년 01월 20일,"1,209.25","1,207.39","1,219.15","1,207.11",0.0015 
2016년 01월 19일,"1,207.49","1,211.72","1,214.20","1,202.06",(0.0034)
2016년 01월 18일,"1,211.57","1,214.81","1,217.20","1,208.26",(0.0027)
2016년 01월 15일,"1,214.81","1,207.73","1,221.70","1,206.58",0.0059 
2016년 01월 14일,"1,207.74","1,210.24","1,219.07","1,207.50",(0.0021)
2016년 01월 13일,"1,210.24","1,210.40","1,215.20","1,201.30",(0.0001)
2016년 01월 12일,"1,210.33","1,204.63","1,213.50","1,203.97",0.0046 
2016년 01월 11일,"1,204.76","1,207.94","1,211.50","1,202.19",(0.0026)
2016년 01월 08일,"1,207.94","1,197.29","1,214.65","1,191.90",0.0089 
2016년 01월 07일,"1,197.29","1,200.52","1,204.70","1,193.16",(0.0027)
2016년 01월 06일,"1,200.52","1,190.81","1,203.80","1,187.59",0.0082 
2016년 01월 05일,"1,190.81","1,190.35","1,192.80","1,184.40",0.0004 
2016년 01월 04일,"1,190.35","1,175.66","1,193.23","1,175.65",0.0127 
2016년 01월 01일,"1,175.45","1,175.94","1,176.50","1,175.19",(0.0004)
